Participant ID,Global Time,CoP X,CoP Y,Current Color,CoM X,CoM Y,CoM Z,Target Number,Trial Number,CoP Velocity X,CoP Velocity Y
emilytest4,0.01111111,-3.067754,-1.529451,RED,0,0,0,6,1,-2.760979,-1.376506
emilytest4,0.02222222,-3.067754,-1.529451,RED,0,0,0,6,1,0,0
emilytest4,0.03333334,-3.067754,-1.529451,RED,0,0,0,6,1,0,0
emilytest4,0.04444445,-3.067754,-1.529451,RED,0,0,0,6,1,0,0
emilytest4,0.05555556,-3.067754,-1.529451,RED,0,0,0,6,1,0,0
emilytest4,0.06666667,-3.067754,-1.529451,RED,0,0,0,6,1,0,0
emilytest4,0.07777778,-3.067754,-1.529451,RED,0,0,0,6,1,0,0
emilytest4,0.08888889,-3.067754,-1.529451,RED,0,0,0,6,1,0,0
emilytest4,0.1,-3.067754,-1.529451,RED,0,0,0,6,1,0,0
emilytest4,0.1111111,-3.067754,-1.529451,RED,0,0,0,6,1,0,0
emilytest4,0.1222222,-3.067754,-1.529451,RED,0,0,0,6,1,0,0
emilytest4,0.1333333,-3.067754,-1.529451,RED,0,0,0,6,1,0,0
emilytest4,0.1444445,-3.067754,-1.529451,RED,0,0,0,6,1,0,0
emilytest4,0.1555556,-1.783452,-1.918534,RED,0,0,0,6,1,1.155872,-0.3501743
emilytest4,0.1666667,-1.783452,-1.918534,RED,0,0,0,6,1,0,0
emilytest4,0.1777778,-1.783452,-1.918534,RED,0,0,0,6,1,0,0
emilytest4,0.1888889,-1.783452,-1.918534,RED,0,0,0,6,1,0,0
emilytest4,0.2,1.683404,-2.487606,RED,0,0,0,6,1,3.12017,-0.5121648
emilytest4,0.2111111,3.85827,-2.637407,RED,0,0,0,6,1,1.95738,-0.1348213
emilytest4,0.2222222,6.246942,-2.756542,YELLOW,0,0,0,6,1,2.149804,-0.1072214
emilytest4,0.2333333,8.775489,-2.849475,YELLOW,0,0,0,6,1,2.275692,-0.08364007
emilytest4,0.2444444,8.775489,-2.849475,YELLOW,0,0,0,6,1,0,0
emilytest4,0.2555556,11.17837,-2.973984,YELLOW,0,0,0,6,1,2.162595,-0.1120582
emilytest4,0.2666667,11.17837,-2.973984,YELLOW,0,0,0,6,1,0,0
emilytest4,0.2777778,13.24886,-3.073147,YELLOW,0,0,0,6,1,1.863437,-0.08924632
emilytest4,0.2888889,13.24886,-3.073147,YELLOW,0,0,0,6,1,0,0
emilytest4,0.3,13.24886,-3.073147,YELLOW,0,0,0,6,1,0,0
emilytest4,0.3111111,15.51797,-3.143978,YELLOW,0,0,0,6,1,2.042203,-0.06374817
emilytest4,0.3222222,15.87251,-3.112615,YELLOW,0,0,0,6,1,0.3190859,0.02822714
emilytest4,0.3333333,15.87251,-3.112615,YELLOW,0,0,0,6,1,0,0
emilytest4,0.3444445,15.96084,-2.990761,YELLOW,0,0,0,6,1,0.07949638,0.1096684
emilytest4,0.3555556,15.96084,-2.990761,YELLOW,0,0,0,6,1,0,0
emilytest4,0.3666667,15.96084,-2.990761,YELLOW,0,0,0,6,1,0,0
emilytest4,0.3777778,15.96084,-2.990761,YELLOW,0,0,0,6,1,0,0
emilytest4,0.3888889,15.96084,-2.990761,YELLOW,0,0,0,6,1,0,0
emilytest4,0.4,15.96351,-3.330495,YELLOW,0,0,0,6,1,0.002404117,-0.3057609
emilytest4,0.4111111,15.96351,-3.330495,YELLOW,0,0,0,6,1,0,0
emilytest4,0.4222222,15.98588,-3.496931,YELLOW,0,0,0,6,1,0.02012901,-0.1497921
emilytest4,0.4333333,15.96203,-3.54589,YELLOW,0,0,0,6,1,-0.02146454,-0.04406333
emilytest4,0.4444444,15.96203,-3.54589,YELLOW,0,0,0,6,1,0,0
emilytest4,0.4555556,15.95706,-3.616462,YELLOW,0,0,0,6,1,-0.004476929,-0.06351407
emilytest4,0.4666667,15.93657,-3.640737,YELLOW,0,0,0,6,1,-0.01843729,-0.02184777
emilytest4,0.4777778,15.93657,-3.640737,YELLOW,0,0,0,6,1,0,0
emilytest4,0.4888889,15.98463,-3.613414,YELLOW,0,0,0,6,1,0.04325266,0.02459049
emilytest4,0.5,16.00586,-3.638139,YELLOW,0,0,0,6,1,0.01910677,-0.02225246
emilytest4,0.5111111,15.99009,-3.596704,YELLOW,0,0,0,6,1,-0.01419296,0.03729172
emilytest4,0.5222223,15.99009,-3.596704,YELLOW,0,0,0,6,1,0,0
emilytest4,0.5333334,15.99009,-3.596704,YELLOW,0,0,0,6,1,0,0
emilytest4,0.5444446,15.99009,-3.596704,YELLOW,0,0,0,6,1,0,0
emilytest4,0.5555557,15.99009,-3.596704,YELLOW,0,0,0,6,1,0,0
emilytest4,0.5666668,16.0051,-3.526847,YELLOW,0,0,0,6,1,0.01350803,0.06287098
emilytest4,0.577778,16.0051,-3.526847,YELLOW,0,0,0,6,1,0,0
emilytest4,0.5888891,16.20016,-3.035071,YELLOW,0,0,0,6,1,0.1755581,0.4425986
emilytest4,0.6000003,15.23095,-2.699832,YELLOW,0,0,0,6,1,-0.8722913,0.301715
emilytest4,0.6111114,15.23095,-2.699832,YELLOW,0,0,0,6,1,0,0
emilytest4,0.6222225,11.82894,-2.655978,YELLOW,0,0,0,6,1,-3.061808,0.0394686
emilytest4,0.6333337,11.90793,-2.539708,YELLOW,0,0,0,6,1,0.0710927,0.1046431
emilytest4,0.6444448,10.66107,-2.371385,YELLOW,0,0,0,6,1,-1.122172,0.1514903
emilytest4,0.655556,10.66107,-2.371385,YELLOW,0,0,0,6,1,0,0
emilytest4,0.6666671,10.56346,-2.226573,YELLOW,0,0,0,6,1,-0.08785458,0.1303311
emilytest4,0.6777782,10.56346,-2.226573,YELLOW,0,0,0,6,1,0,0
emilytest4,0.6888894,10.96997,-2.245694,YELLOW,0,0,0,6,1,0.3658627,-0.01720862
emilytest4,0.7000005,10.96997,-2.245694,YELLOW,0,0,0,6,1,0,0
emilytest4,0.7111117,11.57069,-2.099134,YELLOW,0,0,0,6,1,0.5406475,0.1319037
emilytest4,0.7222228,11.57069,-2.099134,YELLOW,0,0,0,6,1,0,0
emilytest4,0.7333339,11.69906,-1.981335,YELLOW,0,0,0,6,1,0.115529,0.1060188
emilytest4,0.7444451,11.73581,-2.007234,YELLOW,0,0,0,6,1,0.033074,-0.02330893
emilytest4,0.7555562,9.455853,-2.244406,YELLOW,0,0,0,6,1,-2.051958,-0.2134549
emilytest4,0.7666674,9.455853,-2.244406,YELLOW,0,0,0,6,1,0,0
emilytest4,0.7777785,9.455853,-2.244406,YELLOW,0,0,0,6,1,0,0
emilytest4,0.7888896,9.455853,-2.244406,YELLOW,0,0,0,6,1,0,0
emilytest4,0.8000008,9.455853,-2.244406,YELLOW,0,0,0,6,1,0,0
emilytest4,0.8111119,9.455853,-2.244406,YELLOW,0,0,0,6,1,0,0
emilytest4,0.8222231,9.455853,-2.244406,YELLOW,0,0,0,6,1,0,0
emilytest4,0.8333342,9.455853,-2.244406,YELLOW,0,0,0,6,1,0,0
emilytest4,0.8444453,8.536826,-2.208627,YELLOW,0,0,0,6,1,-0.8271237,0.03220174
emilytest4,0.8555565,8.536826,-2.208627,YELLOW,0,0,0,6,1,0,0
emilytest4,0.8666676,7.540656,-2.286949,YELLOW,0,0,0,6,1,-0.8965534,-0.07049017
emilytest4,0.8777788,6.593523,-2.465475,YELLOW,0,0,0,6,1,-0.8524197,-0.1606735
emilytest4,0.8888899,6.593523,-2.465475,YELLOW,0,0,0,6,1,0,0
emilytest4,0.900001,6.593523,-2.465475,YELLOW,0,0,0,6,1,0,0
emilytest4,0.9111122,6.593523,-2.465475,YELLOW,0,0,0,6,1,0,0
emilytest4,0.9222233,5.196306,-3.0202,YELLOW,0,0,0,6,1,-1.257495,-0.4992529
emilytest4,0.9333345,5.196306,-3.0202,YELLOW,0,0,0,6,1,0,0
emilytest4,0.9444456,5.647876,-3.045179,YELLOW,0,0,0,6,1,0.4064135,-0.02248077
emilytest4,0.9555568,5.647876,-3.045179,YELLOW,0,0,0,6,1,0,0
