Time,Head X,Head Y,Head Z,Neck X,Neck Y,Neck Z,SpineShoulder X,SpineShoulder Y,SpineShoulder Z,SpineMid X,SpineMid Y,SpineMid Z,SpineBase X,SpineBase Y,SpineBase Z,RightShoulder X,RightShoulder Y,RightShoulder Z,LeftShoulder X,LeftShoulder Y,LeftShoulder Z,RightElbow X,RightElbow Y,RightElbow Z,LeftElbow X,LeftElbow Y,LeftElbow Z,RightWrist X,RightWrist Y,RightWrist Z,LeftWrist X,LeftWrist Y,LeftWrist Z,RightHand X,RightHand Y,RightHand Z,LeftHand X,LeftHand Y,LeftHand Z,RightThumb X,RightThumb Y,RightThumb Z,LeftThumb X,LeftThumb Y,LeftThumb Z,RightHandTip X,RightHandTip Y,RightHandTip Z,LeftHandTip X,LeftHandTip Y,LeftHandTip Z,RightHip X,RightHip Y,RightHip Z,LeftHip X,LeftHip Y,LeftHip Z,RightKnee X,RightKnee Y,RightKnee Z,LeftKnee X,LeftKnee Y,LeftKnee Z,RightAnkle X,RightAnkle Y,RightAnkle Z,LeftAnkle X,LeftAnkle Y,LeftAnkle Z,RightFoot X,RightFoot Y,RightFoot Z,LeftFoot X,LeftFoot Y,LeftFoot Z
0,-0.001751781,-0.03765565,-0.1603235,-0.002348468,-0.05048203,-0.1638399,-0.002823614,-0.06035167,-0.1665807,-0.003267512,-0.07023752,-0.169256,-0.002825409,-0.0803287,-0.1675076,0.01227261,-0.04711026,-0.1629065,-0.01343923,-0.04803485,-0.1542096,0.01056508,-0.04055566,-0.1402408,-0.01585639,-0.03220022,-0.1368017,0.008857556,-0.03400105,-0.1175751,-0.01827357,-0.01636559,-0.1193938,0.01102593,-0.03432089,-0.1273476,-0.02196337,-0.02206302,-0.1267579,0.01159455,-0.03298539,-0.1217255,-0.0218628,-0.01805478,-0.122558,0.008892529,-0.03450775,-0.1281254,-0.02002407,-0.02235132,-0.1279186,-0.008836649,-0.08493161,-0.1474062,0.008836657,-0.0894199,-0.1519276,0.006320938,-0.07971704,-0.1095542,0.006795235,-0.08464372,-0.1111509,0.02107232,-0.07464218,-0.07271656,0.004808515,-0.07999545,-0.07146698,0.02644423,-0.07279408,-0.05930167,0.004085064,-0.0783028,-0.0570156
0.01111111,-0.001751781,-0.03765565,-0.1603235,-0.002348468,-0.05048203,-0.1638399,-0.002823614,-0.06035167,-0.1665807,-0.003267512,-0.07023752,-0.169256,-0.002825409,-0.0803287,-0.1675076,0.01227261,-0.04711026,-0.1629065,-0.01343923,-0.04803485,-0.1542096,0.01056508,-0.04055566,-0.1402408,-0.01585639,-0.03220022,-0.1368017,0.008857556,-0.03400105,-0.1175751,-0.01827357,-0.01636559,-0.1193938,0.01102593,-0.03432089,-0.1273476,-0.02196337,-0.02206302,-0.1267579,0.01159455,-0.03298539,-0.1217255,-0.0218628,-0.01805478,-0.122558,0.008892529,-0.03450775,-0.1281254,-0.02002407,-0.02235132,-0.1279186,-0.008836649,-0.08493161,-0.1474062,0.008836657,-0.0894199,-0.1519276,0.006320938,-0.07971704,-0.1095542,0.006795235,-0.08464372,-0.1111509,0.02107232,-0.07464218,-0.07271656,0.004808515,-0.07999545,-0.07146698,0.02644423,-0.07279408,-0.05930167,0.004085064,-0.0783028,-0.0570156
0.02222222,-0.001735859,-0.03765088,-0.1603244,-0.002327219,-0.05047733,-0.1638416,-0.002798125,-0.06034696,-0.1665831,-0.003238045,-0.07023287,-0.1692589,-0.002800003,-0.08032411,-0.1675098,0.0122923,-0.04711497,-0.1628516,-0.0134881,-0.04800314,-0.1543026,0.01058153,-0.0405578,-0.1401869,-0.01599099,-0.03206223,-0.1370041,0.008870758,-0.03400052,-0.1175222,-0.0184939,-0.01612133,-0.1197057,0.01103913,-0.03432041,-0.1272947,-0.02189298,-0.02192938,-0.1271231,0.01160776,-0.03298491,-0.1216725,-0.02197658,-0.01790965,-0.1229339,0.008905724,-0.03450727,-0.1280724,-0.01992474,-0.02217078,-0.1282452,-0.008846469,-0.08495188,-0.1474247,0.008846469,-0.0893997,-0.1519091,0.00622721,-0.0797646,-0.1095354,0.006796196,-0.08460212,-0.1111354,0.02089693,-0.07471633,-0.07266158,0.004800864,-0.07993311,-0.07145435,0.02623913,-0.07287788,-0.05923352,0.004074253,-0.07823282,-0.05700396
0.03333334,-0.001735859,-0.03765088,-0.1603244,-0.002327219,-0.05047733,-0.1638416,-0.002798125,-0.06034696,-0.1665831,-0.003238045,-0.07023287,-0.1692589,-0.002800003,-0.08032411,-0.1675098,0.0122923,-0.04711497,-0.1628516,-0.0134881,-0.04800314,-0.1543026,0.01058153,-0.0405578,-0.1401869,-0.01599099,-0.03206223,-0.1370041,0.008870758,-0.03400052,-0.1175222,-0.0184939,-0.01612133,-0.1197057,0.01103913,-0.03432041,-0.1272947,-0.02189298,-0.02192938,-0.1271231,0.01160776,-0.03298491,-0.1216725,-0.02197658,-0.01790965,-0.1229339,0.008905724,-0.03450727,-0.1280724,-0.01992474,-0.02217078,-0.1282452,-0.008846469,-0.08495188,-0.1474247,0.008846469,-0.0893997,-0.1519091,0.00622721,-0.0797646,-0.1095354,0.006796196,-0.08460212,-0.1111354,0.02089693,-0.07471633,-0.07266158,0.004800864,-0.07993311,-0.07145435,0.02623913,-0.07287788,-0.05923352,0.004074253,-0.07823282,-0.05700396
0.04444445,-0.001735859,-0.03765088,-0.1603244,-0.002327219,-0.05047733,-0.1638416,-0.002798125,-0.06034696,-0.1665831,-0.003238045,-0.07023287,-0.1692589,-0.002800003,-0.08032411,-0.1675098,0.0122923,-0.04711497,-0.1628516,-0.0134881,-0.04800314,-0.1543026,0.01058153,-0.0405578,-0.1401869,-0.01599099,-0.03206223,-0.1370041,0.008870758,-0.03400052,-0.1175222,-0.0184939,-0.01612133,-0.1197057,0.01103913,-0.03432041,-0.1272947,-0.02189298,-0.02192938,-0.1271231,0.01160776,-0.03298491,-0.1216725,-0.02197658,-0.01790965,-0.1229339,0.008905724,-0.03450727,-0.1280724,-0.01992474,-0.02217078,-0.1282452,-0.008846469,-0.08495188,-0.1474247,0.008846469,-0.0893997,-0.1519091,0.00622721,-0.0797646,-0.1095354,0.006796196,-0.08460212,-0.1111354,0.02089693,-0.07471633,-0.07266158,0.004800864,-0.07993311,-0.07145435,0.02623913,-0.07287788,-0.05923352,0.004074253,-0.07823282,-0.05700396
0.05555556,-0.001726151,-0.03765154,-0.1603263,-0.002314195,-0.05047798,-0.163844,-0.002782464,-0.06034768,-0.166586,-0.003219917,-0.07023352,-0.1692622,-0.002784304,-0.08032477,-0.1675125,0.01230425,-0.04712141,-0.162819,-0.01354926,-0.04797018,-0.154406,0.01059152,-0.04056221,-0.140155,-0.01615825,-0.03187251,-0.1372691,0.008878805,-0.03400302,-0.117491,-0.01876725,-0.01577479,-0.1201323,0.01104718,-0.03432286,-0.1272635,-0.02195002,-0.02184016,-0.127439,0.01161579,-0.03298736,-0.1216414,-0.02217969,-0.01774359,-0.1233303,0.008913763,-0.03450978,-0.1280413,-0.01997209,-0.02203673,-0.1285527,-0.008852586,-0.08496416,-0.1474366,0.008852594,-0.08938736,-0.1518971,0.00616727,-0.07979721,-0.1095233,0.006789826,-0.08456665,-0.1111267,0.02078462,-0.07476878,-0.07262594,0.004782334,-0.07987511,-0.07144895,0.02610773,-0.07293761,-0.05918929,0.004051298,-0.07816666,-0.05699977
0.06666667,-0.001726151,-0.03765154,-0.1603263,-0.002314195,-0.05047798,-0.163844,-0.002782464,-0.06034768,-0.166586,-0.003219917,-0.07023352,-0.1692622,-0.002784304,-0.08032477,-0.1675125,0.01230425,-0.04712141,-0.162819,-0.01354926,-0.04797018,-0.154406,0.01059152,-0.04056221,-0.140155,-0.01615825,-0.03187251,-0.1372691,0.008878805,-0.03400302,-0.117491,-0.01876725,-0.01577479,-0.1201323,0.01104718,-0.03432286,-0.1272635,-0.02195002,-0.02184016,-0.127439,0.01161579,-0.03298736,-0.1216414,-0.02217969,-0.01774359,-0.1233303,0.008913763,-0.03450978,-0.1280413,-0.01997209,-0.02203673,-0.1285527,-0.008852586,-0.08496416,-0.1474366,0.008852594,-0.08938736,-0.1518971,0.00616727,-0.07979721,-0.1095233,0.006789826,-0.08456665,-0.1111267,0.02078462,-0.07476878,-0.07262594,0.004782334,-0.07987511,-0.07144895,0.02610773,-0.07293761,-0.05918929,0.004051298,-0.07816666,-0.05699977
0.07777778,-0.001726151,-0.03765154,-0.1603263,-0.002314195,-0.05047798,-0.163844,-0.002782464,-0.06034768,-0.166586,-0.003219917,-0.07023352,-0.1692622,-0.002784304,-0.08032477,-0.1675125,0.01230425,-0.04712141,-0.162819,-0.01354926,-0.04797018,-0.154406,0.01059152,-0.04056221,-0.140155,-0.01615825,-0.03187251,-0.1372691,0.008878805,-0.03400302,-0.117491,-0.01876725,-0.01577479,-0.1201323,0.01104718,-0.03432286,-0.1272635,-0.02195002,-0.02184016,-0.127439,0.01161579,-0.03298736,-0.1216414,-0.02217969,-0.01774359,-0.1233303,0.008913763,-0.03450978,-0.1280413,-0.01997209,-0.02203673,-0.1285527,-0.008852586,-0.08496416,-0.1474366,0.008852594,-0.08938736,-0.1518971,0.00616727,-0.07979721,-0.1095233,0.006789826,-0.08456665,-0.1111267,0.02078462,-0.07476878,-0.07262594,0.004782334,-0.07987511,-0.07144895,0.02610773,-0.07293761,-0.05918929,0.004051298,-0.07816666,-0.05699977
0.08888889,-0.001723208,-0.03765625,-0.1603285,-0.002310157,-0.05048263,-0.1638466,-0.002777562,-0.06035227,-0.1665888,-0.003214195,-0.07023811,-0.1692652,-0.002779283,-0.0803293,-0.167515,0.01230792,-0.04712796,-0.1628102,-0.01361486,-0.04793882,-0.1545071,0.01059463,-0.04056764,-0.1401466,-0.01633628,-0.03165531,-0.1375645,0.00888133,-0.03400731,-0.117483,-0.01905772,-0.0153718,-0.1206218,0.01104971,-0.03432715,-0.1272555,-0.02239979,-0.02155995,-0.1277522,0.01161833,-0.03299165,-0.1216334,-0.02254687,-0.01741773,-0.1236857,0.008916296,-0.03451401,-0.1280333,-0.02045623,-0.02174693,-0.1289265,-0.008854657,-0.08496797,-0.1474411,0.008854665,-0.0893836,-0.1518927,0.006146699,-0.079808,-0.1095195,0.006786913,-0.08454144,-0.1111251,0.02074604,-0.07478637,-0.07261407,0.004774578,-0.07982904,-0.07144997,0.0260626,-0.07295763,-0.05917449,0.004041791,-0.07811296,-0.0570018
0.1,-0.001723208,-0.03765625,-0.1603285,-0.002310157,-0.05048263,-0.1638466,-0.002777562,-0.06035227,-0.1665888,-0.003214195,-0.07023811,-0.1692652,-0.002779283,-0.0803293,-0.167515,0.01230792,-0.04712796,-0.1628102,-0.01361486,-0.04793882,-0.1545071,0.01059463,-0.04056764,-0.1401466,-0.01633628,-0.03165531,-0.1375645,0.00888133,-0.03400731,-0.117483,-0.01905772,-0.0153718,-0.1206218,0.01104971,-0.03432715,-0.1272555,-0.02239979,-0.02155995,-0.1277522,0.01161833,-0.03299165,-0.1216334,-0.02254687,-0.01741773,-0.1236857,0.008916296,-0.03451401,-0.1280333,-0.02045623,-0.02174693,-0.1289265,-0.008854657,-0.08496797,-0.1474411,0.008854665,-0.0893836,-0.1518927,0.006146699,-0.079808,-0.1095195,0.006786913,-0.08454144,-0.1111251,0.02074604,-0.07478637,-0.07261407,0.004774578,-0.07982904,-0.07144997,0.0260626,-0.07295763,-0.05917449,0.004041791,-0.07811296,-0.0570018
