Participant ID,Global Time,CoP X,CoP Y,Current Color,CoM X,CoM Y,CoM Z,Target Number,Trial Number,CoP Velocity X,CoP Velocity Y
0,0.01111111,-1.596643,-1.991601,RED,0,0,0,5,1,-1.436979,-1.792441
0,0.02222222,-1.544097,-1.878894,YELLOW,0,0,0,5,1,0.04729099,0.1014361
0,0.03333334,-1.544097,-1.878894,YELLOW,0,0,0,5,1,0,0
0,0.04444445,-1.55878,-1.779637,YELLOW,0,0,0,5,1,-0.01321406,0.08933162
0,0.05555556,-1.55878,-1.779637,YELLOW,0,0,0,5,1,0,0
0,0.06666667,-1.468287,-1.709069,YELLOW,0,0,0,5,1,0.08144356,0.06351095
0,0.07777778,-1.468287,-1.709069,YELLOW,0,0,0,5,1,0,0
0,0.08888889,-1.488232,-1.670598,YELLOW,0,0,0,5,1,-0.01795084,0.03462388
0,0.1,-1.488232,-1.670598,YELLOW,0,0,0,5,1,0,0
0,0.1111111,-1.495232,-1.629543,YELLOW,0,0,0,5,1,-0.006299973,0.03695
0,0.1222222,-1.521883,-1.559524,YELLOW,0,0,0,5,1,-0.0239856,0.06301689
0,0.1333333,-1.521883,-1.559524,YELLOW,0,0,0,5,1,0,0
0,0.1444445,-1.532713,-1.489085,YELLOW,0,0,0,5,1,-0.009747255,0.06339529
0,0.1555556,-1.575732,-1.40513,YELLOW,0,0,0,5,1,-0.03871726,0.07555922
0,0.1666667,-1.650071,-1.277352,YELLOW,0,0,0,5,1,-0.06690502,0.115
0,0.1777778,-1.650071,-1.277352,YELLOW,0,0,0,5,1,0,0
0,0.1888889,-1.739571,-1.192442,YELLOW,0,0,0,5,1,-0.08055006,0.07641924
0,0.2,-1.846389,-1.083543,YELLOW,0,0,0,5,1,-0.09613638,0.09800898
0,0.2111111,-1.846389,-1.083543,YELLOW,0,0,0,5,1,0,0
0,0.2222222,-2.030193,-1.020862,YELLOW,0,0,0,5,1,-0.1654233,0.05641308
0,0.2333333,-2.103884,-0.9807291,YELLOW,0,0,0,5,1,-0.06632223,0.03611938
0,0.2444444,-2.267101,-0.9788305,YELLOW,0,0,0,5,1,-0.1468951,0.001708728
0,0.2555556,-2.267101,-0.9788305,YELLOW,0,0,0,5,1,0,0
0,0.2666667,-2.267101,-0.9788305,YELLOW,0,0,0,5,1,0,0
0,0.2777778,-2.4648,-1.067598,YELLOW,0,0,0,5,1,-0.1779287,-0.0798904
0,0.2888889,-2.4648,-1.067598,YELLOW,0,0,0,5,1,0,0
0,0.3,-2.611925,-1.074596,YELLOW,0,0,0,5,1,-0.1324125,-0.0062989
0,0.3111111,-2.611925,-1.074596,YELLOW,0,0,0,5,1,0,0
0,0.3222222,-2.611925,-1.074596,YELLOW,0,0,0,5,1,0,0
0,0.3333333,-2.570249,-1.097553,YELLOW,0,0,0,5,1,0.03750866,-0.02066095
0,0.3444445,-2.577416,-1.123691,YELLOW,0,0,0,5,1,-0.006450391,-0.02352426
0,0.3555556,-2.466177,-1.133491,YELLOW,0,0,0,5,1,0.1001148,-0.008820176
0,0.3666667,-2.425297,-1.166757,YELLOW,0,0,0,5,1,0.03679175,-0.02993946
0,0.3777778,-2.351296,-1.197103,YELLOW,0,0,0,5,1,0.06660075,-0.02731111
0,0.3888889,-2.351296,-1.197103,YELLOW,0,0,0,5,1,0,0
0,0.4,-2.254711,-1.196833,YELLOW,0,0,0,5,1,0.08692674,0.0002430081
0,0.4111111,-2.208299,-1.216582,YELLOW,0,0,0,5,1,0.04177101,-0.01777371
0,0.4222222,-2.208299,-1.216582,YELLOW,0,0,0,5,1,0,0
0,0.4333333,-2.045368,-1.255141,YELLOW,0,0,0,5,1,0.1466381,-0.03470328
0,0.4444444,-2.045368,-1.255141,YELLOW,0,0,0,5,1,0,0
0,0.4555556,-1.978174,-1.289007,YELLOW,0,0,0,5,1,0.06047469,-0.03047976
0,0.4666667,-1.869753,-1.334239,YELLOW,0,0,0,5,1,0.09757897,-0.04070842
0,0.4777778,-1.869753,-1.334239,YELLOW,0,0,0,5,1,0,0
0,0.4888889,-1.765346,-1.399092,YELLOW,0,0,0,5,1,0.09396615,-0.05836819
0,0.5,-1.765346,-1.399092,YELLOW,0,0,0,5,1,0,0
0,0.5111111,-1.658096,-1.432319,YELLOW,0,0,0,5,1,0.09652434,-0.02990384
