Participant ID,Global Time,CoP X,CoP Y,Current Color,CoM X,CoM Y,CoM Z,Target Number,Trial Number,CoP Velocity X,CoP Velocity Y
emilytest5,0.01111111,-3.394841,0.1957136,RED,0,0,0,2,1,-3.055357,0.1761422
emilytest5,0.02222222,-3.394841,0.1957136,YELLOW,0,0,0,2,1,0,0
emilytest5,0.03333334,-3.418482,0.2000272,YELLOW,0,0,0,2,1,-0.021277,0.003882283
emilytest5,0.04444445,-3.418482,0.2000272,YELLOW,0,0,0,2,1,0,0
emilytest5,0.05555556,-3.402213,0.1858929,YELLOW,0,0,0,2,1,0.01464229,-0.01272095
emilytest5,0.06666667,-3.44579,0.1887275,YELLOW,0,0,0,2,1,-0.03921926,0.00255117
emilytest5,0.07777778,-3.44579,0.1887275,YELLOW,0,0,0,2,1,0,0
emilytest5,0.08888889,-3.452232,0.1748282,YELLOW,0,0,0,2,1,-0.005798078,-0.01250939
emilytest5,0.1,-3.468707,0.1565002,YELLOW,0,0,0,2,1,-0.01482768,-0.01649516
emilytest5,0.1111111,-3.468707,0.1565002,YELLOW,0,0,0,2,1,0,0
emilytest5,0.1222222,-3.474294,0.1549413,YELLOW,0,0,0,2,1,-0.005027962,-0.001402996
emilytest5,0.1333333,-3.465814,0.1495493,YELLOW,0,0,0,2,1,0.007632065,-0.004852814
emilytest5,0.1444445,-3.465814,0.1495493,YELLOW,0,0,0,2,1,0,0
emilytest5,0.1555556,-3.507163,0.1299268,YELLOW,0,0,0,2,1,-0.03721382,-0.01766029
emilytest5,0.1666667,-3.482917,0.1289571,YELLOW,0,0,0,2,1,0.02182074,-0.0008726567
emilytest5,0.1777778,-3.499604,0.1219858,YELLOW,0,0,0,2,1,-0.01501844,-0.006274243
emilytest5,0.1888889,-3.499604,0.1219858,YELLOW,0,0,0,2,1,0,0
emilytest5,0.2,-3.459345,0.1262709,YELLOW,0,0,0,2,1,0.03623364,0.003856648
emilytest5,0.2111111,-3.46747,0.1121764,YELLOW,0,0,0,2,1,-0.007312775,-0.01268509
emilytest5,0.2222222,-3.46747,0.1121764,YELLOW,0,0,0,2,1,0,0
emilytest5,0.2333333,-3.420968,0.125035,YELLOW,0,0,0,2,1,0.04185212,0.01157275
emilytest5,0.2444444,-3.420968,0.125035,YELLOW,0,0,0,2,1,0,0
emilytest5,0.2555556,-3.415326,0.1043245,YELLOW,0,0,0,2,1,0.005077529,-0.01863948
emilytest5,0.2666667,-3.427479,0.1235299,YELLOW,0,0,0,2,1,-0.01093719,0.01728486
emilytest5,0.2777778,-3.387778,0.1449628,YELLOW,0,0,0,2,1,0.03573046,0.01928969
emilytest5,0.2888889,-3.330966,0.1569207,YELLOW,0,0,0,2,1,0.05113041,0.01076207
emilytest5,0.3,-3.330966,0.1569207,YELLOW,0,0,0,2,1,0,0
emilytest5,0.3111111,-3.281683,0.1671337,YELLOW,0,0,0,2,1,0.04435473,0.009191689
emilytest5,0.3222222,-3.281683,0.1671337,YELLOW,0,0,0,2,1,0,0
emilytest5,0.3333333,-3.284066,0.1911373,YELLOW,0,0,0,2,1,-0.002144265,0.02160328
emilytest5,0.3444445,-3.221672,0.2120887,YELLOW,0,0,0,2,1,0.0561543,0.01885628
emilytest5,0.3555556,-3.194194,0.2549182,YELLOW,0,0,0,2,1,0.02473083,0.03854647
emilytest5,0.3666667,-3.194194,0.2549182,YELLOW,0,0,0,2,1,0,0
emilytest5,0.3777778,-3.14523,0.2959578,YELLOW,0,0,0,2,1,0.04406719,0.03693571
emilytest5,0.3888889,-3.079623,0.3314483,YELLOW,0,0,0,2,1,0.05904658,0.03194138
emilytest5,0.4,-3.079623,0.3314483,YELLOW,0,0,0,2,1,0,0
emilytest5,0.4111111,-2.986366,0.3875872,YELLOW,0,0,0,2,1,0.08393125,0.05052504
emilytest5,0.4222222,-2.915772,0.4436509,YELLOW,0,0,0,2,1,0.06353402,0.05045737
emilytest5,0.4333333,-2.915772,0.4436509,YELLOW,0,0,0,2,1,0,0
emilytest5,0.4444444,-2.853805,0.4861702,YELLOW,0,0,0,2,1,0.05577042,0.03826734
emilytest5,0.4555556,-2.787047,0.5184908,YELLOW,0,0,0,2,1,0.06008213,0.02908853
emilytest5,0.4666667,-2.703364,0.5347385,YELLOW,0,0,0,2,1,0.07531492,0.01462297
emilytest5,0.4777778,-2.703364,0.5347385,RED,0,0,0,2,1,0,0
emilytest5,0.4888889,-2.645689,0.5688989,RED,0,0,0,2,1,0.0519074,0.03074434
emilytest5,0.5,-2.645689,0.5688989,RED,0,0,0,2,1,0,0
emilytest5,0.5111111,-2.563792,0.5744195,RED,0,0,0,2,1,0.07370796,0.004968524
emilytest5,0.5222223,-2.563792,0.5744195,RED,0,0,0,2,1,0,0
emilytest5,0.5333334,-2.563792,0.5744195,RED,0,0,0,2,1,0,0
emilytest5,0.5444446,-2.508738,0.5793652,RED,0,0,0,2,1,0.04954856,0.004451126
emilytest5,0.5555557,-2.434598,0.5808063,RED,0,0,0,2,1,0.06672585,0.001297009
emilytest5,0.5666668,-2.428811,0.583523,RED,0,0,0,2,1,0.005208421,0.002444994
emilytest5,0.577778,-2.41425,0.5403405,RED,0,0,0,2,1,0.01310484,-0.03886424
emilytest5,0.5888891,-2.413606,0.5105904,RED,0,0,0,2,1,0.0005795717,-0.0267751
emilytest5,0.6000003,-2.413606,0.5105904,RED,0,0,0,2,1,0,0
emilytest5,0.6111114,-2.437304,0.4214604,RED,0,0,0,2,1,-0.0213285,-0.08021698
emilytest5,0.6222225,-2.437304,0.4214604,RED,0,0,0,2,1,0,0
emilytest5,0.6333337,-2.426345,0.4148976,RED,0,0,0,2,1,0.009862805,-0.005906546
emilytest5,0.6444448,-2.426345,0.4148976,RED,0,0,0,2,1,0,0
emilytest5,0.655556,-2.435768,0.3474408,RED,0,0,0,2,1,-0.008480072,-0.06071107
emilytest5,0.6666671,-2.435768,0.3474408,RED,0,0,0,2,1,0,0
emilytest5,0.6777782,-2.490404,0.2928471,RED,0,0,0,2,1,-0.04917262,-0.04913434
emilytest5,0.6888894,-2.524337,0.2127611,RED,0,0,0,2,1,-0.03054006,-0.07207736
emilytest5,0.7000005,-2.58862,0.1069475,RED,0,0,0,2,1,-0.05785439,-0.09523229
