Participant ID,Global Time,CoP X,CoP Y,Current Color,CoM X,CoM Y,CoM Z,Target Number,Trial Number,CoP Velocity X,CoP Velocity Y
emilytest6,0.01111111,2.810476,-0.00378234,RED,0,0,0,2,1,2.529428,-0.003404106
emilytest6,0.02222222,2.810476,-0.00378234,RED,0,0,0,2,1,0,0
emilytest6,0.03333334,2.810476,-0.00378234,RED,0,0,0,2,1,0,0
emilytest6,0.04444445,2.813133,0.003142936,RED,0,0,0,2,1,0.002391028,0.006232748
emilytest6,0.05555556,2.793991,0.02103699,RED,0,0,0,2,1,-0.01722794,0.01610465
emilytest6,0.06666667,2.793991,0.02103699,RED,0,0,0,2,1,0,0
emilytest6,0.07777778,2.793991,0.02103699,RED,0,0,0,2,1,0,0
emilytest6,0.08888889,2.793991,0.02103699,RED,0,0,0,2,1,0,0
emilytest6,0.1,2.828847,0.01729234,RED,0,0,0,2,1,0.03137069,-0.003370187
emilytest6,0.1111111,2.827535,0.02277336,RED,0,0,0,2,1,-0.00118103,0.004932921
emilytest6,0.1222222,2.827535,0.02277336,RED,0,0,0,2,1,0,0
emilytest6,0.1333333,2.858698,0.01756586,RED,0,0,0,2,1,0.02804711,-0.004686754
emilytest6,0.1444445,2.858698,0.01756586,RED,0,0,0,2,1,0,0
emilytest6,0.1555556,2.902154,0.02355941,RED,0,0,0,2,1,0.03911025,0.005394202
emilytest6,0.1666667,2.902154,0.02355941,RED,0,0,0,2,1,0,0
emilytest6,0.1777778,2.895712,0.02351125,RED,0,0,0,2,1,-0.005797863,-4.334618E-05
emilytest6,0.1888889,2.952484,0.06301186,RED,0,0,0,2,1,0.05109436,0.03555055
emilytest6,0.2,2.952484,0.06301186,RED,0,0,0,2,1,0,0
emilytest6,0.2111111,2.952484,0.06301186,RED,0,0,0,2,1,0,0
emilytest6,0.2222222,2.924036,0.08650965,RED,0,0,0,2,1,-0.02560329,0.02114801
emilytest6,0.2333333,2.924036,0.08650965,RED,0,0,0,2,1,0,0
emilytest6,0.2444444,2.924036,0.08650965,RED,0,0,0,2,1,0,0
emilytest6,0.2555556,2.924036,0.08650965,RED,0,0,0,2,1,0,0
emilytest6,0.2666667,2.945577,0.134411,RED,0,0,0,2,1,0.01938765,0.04311121
emilytest6,0.2777778,2.945577,0.134411,RED,0,0,0,2,1,0,0
emilytest6,0.2888889,2.945577,0.134411,RED,0,0,0,2,1,0,0
emilytest6,0.3,2.963456,0.1743297,RED,0,0,0,2,1,0.01609089,0.03592687
emilytest6,0.3111111,2.9872,0.1742083,RED,0,0,0,2,1,0.02136905,-0.0001092866
emilytest6,0.3222222,2.9872,0.1742083,RED,0,0,0,2,1,0,0
emilytest6,0.3333333,2.9872,0.1742083,RED,0,0,0,2,1,0,0
